         328516 function calls (321470 primitive calls) in 14.906 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       83    0.001    0.000    0.004    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\text.py:121(__init__)
       32    0.000    0.000    0.008    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\backends\backend_agg.py:164(draw_text)
       64    0.000    0.000    0.001    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\transforms.py:671(translated)
      100    0.000    0.000    1.366    0.014 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\axes\_base.py:2652(draw_artist)
      147    0.000    0.000    0.000    0.000 {method 'createcommand' of '_tkinter.tkapp' objects}
     1592    0.000    0.000    0.000    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\transforms.py:946(get_points)
      244    0.000    0.000    0.001    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\transforms.py:2459(get_matrix)
       32    0.000    0.000    0.000    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
       70    0.000    0.000    0.026    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\text.py:852(get_window_extent)
     1305    0.000    0.000    0.002    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\abc.py:137(__instancecheck__)
      101    0.000    0.000    2.477    0.025 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\animation.py:1163(_step)
      122    0.000    0.000    0.037    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\backend_bases.py:1849(inaxes)
      100    0.000    0.000    0.001    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\animation.py:1242(<setcomp>)
       70    0.000    0.000    0.000    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\site-packages\numpy\lib\stride_tricks.py:185(_broadcast_shape)
      263    0.000    0.000    0.001    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\transforms.py:1776(transform_affine)
      122    0.000    0.000    0.013    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\path.py:451(contains_point)
      992    0.000    0.000    0.000    0.000 C:\Users\ryank\AppData\Roaming\Python\Python37\site-packages\matplotlib\transforms.py:1671(<lambda>)
      206    0.000    0.000    0.005    0.000 {method 'any' of 'numpy.ndarray' objects}
      802    0.000    0.000    0.002    0.000 {built-in method builtins.next}
      531    0.000    0.000    0.005    0.000 <__array_function__ internals>:2(amin)
      346    0.000    0.000    0.001    0.000 C:\Users\ryank\AppData\Local\Programs\Python\Python37\lib\re.py:271(_compile)
